insert into account values(12530000, "name30000", 584.20);
insert into account values(12530064, "name30064", 240.70);
insert into account values(12530065, "name30065", 719.98);
insert into account values(12530066, "name30066", 478.38);
insert into account values(12530067, "name30067", 186.49);
insert into account values(12530068, "name30068", 614.12);
insert into account values(12530069, "name30069", 783.57);
insert into account values(12530070, "name30070", 216.71);
insert into account values(12530071, "name30071", 212.80);
insert into account values(12530072, "name30072", 643.48);
insert into account values(12530073, "name30073", 170.31);
insert into account values(12530074, "name30074", 942.12);
insert into account values(12530075, "name30075", 371.42);
insert into account values(12530076, "name30076", 115.11);
insert into account values(12530077, "name30077", 175.93);
insert into account values(12530078, "name30078", 670.64);
insert into account values(12530079, "name30079", 118.21);
insert into account values(12530080, "name30080", 851.50);
insert into account values(12530081, "name30081", 207.91);
insert into account values(12530082, "name30082", 41.67);
insert into account values(12530083, "name30083", 910.06);
insert into account values(12530084, "name30084", 715.20);
insert into account values(12530085, "name30085", 96.38);
insert into account values(12530086, "name30086", 667.40);
insert into account values(12530087, "name30087", 747.65);
insert into account values(12530088, "name30088", 563.56);
insert into account values(12530089, "name30089", 78.48);
insert into account values(12530090, "name30090", 27.68);
insert into account values(12530091, "name30091", 467.84);
insert into account values(12530092, "name30092", 457.92);
insert into account values(12530093, "name30093", 328.71);
insert into account values(12530094, "name30094", 431.21);
insert into account values(12530095, "name30095", 415.78);
insert into account values(12530096, "name30096", 885.35);
insert into account values(12530097, "name30097", 468.90);
insert into account values(12530098, "name30098", 32.95);
insert into account values(12530099, "name30099", 845.07);
insert into account values(12530100, "name30100", 189.47);
insert into account values(12530101, "name30101", 603.21);
insert into account values(12530102, "name30102", 397.55);
insert into account values(12530103, "name30103", 704.97);
insert into account values(12530104, "name30104", 334.00);
insert into account values(12530105, "name30105", 559.56);
insert into account values(12530106, "name30106", 97.28);
insert into account values(12530107, "name30107", 319.99);
insert into account values(12530108, "name30108", 158.96);
insert into account values(12530109, "name30109", 981.71);
insert into account values(12530110, "name30110", 523.26);
insert into account values(12530111, "name30111", 899.85);
insert into account values(12530112, "name30112", 524.06);
insert into account values(12530113, "name30113", 276.87);
insert into account values(12530114, "name30114", 728.33);
insert into account values(12530115, "name30115", 853.81);
insert into account values(12530116, "name30116", 384.34);
insert into account values(12530117, "name30117", 20.73);
insert into account values(12530118, "name30118", 631.38);
insert into account values(12530119, "name30119", 475.56);
insert into account values(12530120, "name30120", 703.55);
insert into account values(12530121, "name30121", 592.13);
insert into account values(12530122, "name30122", 954.45);
insert into account values(12530123, "name30123", 577.49);
insert into account values(12530124, "name30124", 282.15);
insert into account values(12530125, "name30125", 615.75);
insert into account values(12530126, "name30126", 445.99);
insert into account values(12530127, "name30127", 81.19);
insert into account values(12530128, "name30128", 147.46);
insert into account values(12530129, "name30129", 965.22);
insert into account values(12530130, "name30130", 483.21);
insert into account values(12530131, "name30131", 333.55);
insert into account values(12530132, "name30132", 298.23);
insert into account values(12530133, "name30133", 492.29);
insert into account values(12530134, "name30134", 788.59);
insert into account values(12530135, "name30135", 370.66);
insert into account values(12530136, "name30136", 948.30);
insert into account values(12530137, "name30137", 960.99);
insert into account values(12530138, "name30138", 649.52);
insert into account values(12530139, "name30139", 428.26);
insert into account values(12530140, "name30140", 776.89);
insert into account values(12530141, "name30141", 689.41);
insert into account values(12530142, "name30142", 64.98);
insert into account values(12530143, "name30143", 406.88);
insert into account values(12530144, "name30144", 492.98);
insert into account values(12530145, "name30145", 120.68);
insert into account values(12530146, "name30146", 803.06);
insert into account values(12530147, "name30147", 890.31);
insert into account values(12530148, "name30148", 197.71);
insert into account values(12530149, "name30149", 824.22);
insert into account values(12530150, "name30150", 484.61);
insert into account values(12530151, "name30151", 533.32);
insert into account values(12530152, "name30152", 840.04);
insert into account values(12530153, "name30153", 279.91);
insert into account values(12530154, "name30154", 513.69);
insert into account values(12530155, "name30155", 823.52);
insert into account values(12530156, "name30156", 264.68);
insert into account values(12530157, "name30157", 473.13);
insert into account values(12530158, "name30158", 621.57);
insert into account values(12530159, "name30159", 257.97);
insert into account values(12530160, "name30160", 40.61);
insert into account values(12530161, "name30161", 797.85);
insert into account values(12530162, "name30162", 667.79);
insert into account values(12530163, "name30163", 83.81);
insert into account values(12530164, "name30164", 527.54);
insert into account values(12530165, "name30165", 735.26);
insert into account values(12530166, "name30166", 388.74);
insert into account values(12530167, "name30167", 976.39);
insert into account values(12530168, "name30168", 848.75);
insert into account values(12530169, "name30169", 460.14);
insert into account values(12530170, "name30170", 608.50);
insert into account values(12530171, "name30171", 714.98);
insert into account values(12530172, "name30172", 146.87);
insert into account values(12530173, "name30173", 541.63);
insert into account values(12530174, "name30174", 723.70);
insert into account values(12530175, "name30175", 589.50);
insert into account values(12530176, "name30176", 603.74);
insert into account values(12530177, "name30177", 476.24);
insert into account values(12530178, "name30178", 750.43);
insert into account values(12530179, "name30179", 737.17);
insert into account values(12530180, "name30180", 794.44);
insert into account values(12530181, "name30181", 398.32);
insert into account values(12530182, "name30182", 714.80);
insert into account values(12530183, "name30183", 396.11);
insert into account values(12530184, "name30184", 991.66);
insert into account values(12530185, "name30185", 221.11);
insert into account values(12530186, "name30186", 174.61);
insert into account values(12530187, "name30187", 242.09);
insert into account values(12530188, "name30188", 708.12);
insert into account values(12530189, "name30189", 783.52);
insert into account values(12530190, "name30190", 520.26);
insert into account values(12530191, "name30191", 399.65);
insert into account values(12530192, "name30192", 491.55);
insert into account values(12530193, "name30193", 920.92);
insert into account values(12530194, "name30194", 222.56);
insert into account values(12530195, "name30195", 375.24);
insert into account values(12530196, "name30196", 673.83);
insert into account values(12530197, "name30197", 588.71);
insert into account values(12530198, "name30198", 808.64);
insert into account values(12530199, "name30199", 151.17);
insert into account values(12530200, "name30200", 772.08);
insert into account values(12530201, "name30201", 300.55);
insert into account values(12530202, "name30202", 305.98);
insert into account values(12530203, "name30203", 482.30);
insert into account values(12530204, "name30204", 666.56);
insert into account values(12530205, "name30205", 54.56);
insert into account values(12530206, "name30206", 188.52);
insert into account values(12530207, "name30207", 674.56);
insert into account values(12530208, "name30208", 509.53);
insert into account values(12530209, "name30209", 208.54);
insert into account values(12530210, "name30210", 622.23);
insert into account values(12530211, "name30211", 748.43);
insert into account values(12530212, "name30212", 299.61);
insert into account values(12530213, "name30213", 39.99);
insert into account values(12530214, "name30214", 168.40);
insert into account values(12530215, "name30215", 115.13);
insert into account values(12530216, "name30216", 532.77);
insert into account values(12530217, "name30217", 749.56);
insert into account values(12530218, "name30218", 570.89);
insert into account values(12530219, "name30219", 258.55);
insert into account values(12530220, "name30220", 531.98);
insert into account values(12530221, "name30221", 125.53);
insert into account values(12530222, "name30222", 469.32);
insert into account values(12530223, "name30223", 134.59);
insert into account values(12530224, "name30224", 115.88);
insert into account values(12530225, "name30225", 877.53);
insert into account values(12530226, "name30226", 985.02);
insert into account values(12530227, "name30227", 797.55);
insert into account values(12530228, "name30228", 238.38);
insert into account values(12530229, "name30229", 244.27);
insert into account values(12530230, "name30230", 826.87);
insert into account values(12530231, "name30231", 467.74);
insert into account values(12530232, "name30232", 627.97);
insert into account values(12530233, "name30233", 688.50);
insert into account values(12530234, "name30234", 593.12);
insert into account values(12530235, "name30235", 83.06);
insert into account values(12530236, "name30236", 949.62);
insert into account values(12530237, "name30237", 996.17);
insert into account values(12530238, "name30238", 564.95);
insert into account values(12530239, "name30239", 606.10);
insert into account values(12530240, "name30240", 646.98);
insert into account values(12530241, "name30241", 306.65);
insert into account values(12530242, "name30242", 651.57);
insert into account values(12530243, "name30243", 904.71);
insert into account values(12530244, "name30244", 761.92);
insert into account values(12530245, "name30245", 846.95);
insert into account values(12530246, "name30246", 694.11);
insert into account values(12530247, "name30247", 197.14);
insert into account values(12530248, "name30248", 458.46);
insert into account values(12530249, "name30249", 643.87);
insert into account values(12530250, "name30250", 952.34);
insert into account values(12530251, "name30251", 325.65);
insert into account values(12530252, "name30252", 723.97);
insert into account values(12530253, "name30253", 865.94);
insert into account values(12530254, "name30254", 574.78);
insert into account values(12530255, "name30255", 665.65);
insert into account values(12530256, "name30256", 422.29);
insert into account values(12530257, "name30257", 253.67);
insert into account values(12530258, "name30258", 201.61);
insert into account values(12530259, "name30259", 310.29);
insert into account values(12530260, "name30260", 921.03);
insert into account values(12530261, "name30261", 423.88);
insert into account values(12530262, "name30262", 189.86);
insert into account values(12530263, "name30263", 243.87);
insert into account values(12530264, "name30264", 842.81);
insert into account values(12530265, "name30265", 357.59);
insert into account values(12530266, "name30266", 802.92);
insert into account values(12530267, "name30267", 649.68);
insert into account values(12530268, "name30268", 149.38);
insert into account values(12530269, "name30269", 208.68);
insert into account values(12530270, "name30270", 456.21);
insert into account values(12530271, "name30271", 893.15);
insert into account values(12530272, "name30272", 587.45);
insert into account values(12530273, "name30273", 363.34);
insert into account values(12530274, "name30274", 88.03);
insert into account values(12530275, "name30275", 224.89);
insert into account values(12530276, "name30276", 0.04);
insert into account values(12530277, "name30277", 217.01);
insert into account values(12530278, "name30278", 51.01);
insert into account values(12530279, "name30279", 755.54);
insert into account values(12530280, "name30280", 166.66);
insert into account values(12530281, "name30281", 377.51);
insert into account values(12530282, "name30282", 690.75);
insert into account values(12530283, "name30283", 819.85);
insert into account values(12530284, "name30284", 862.16);
insert into account values(12530285, "name30285", 595.93);
insert into account values(12530286, "name30286", 167.40);
insert into account values(12530287, "name30287", 976.40);
insert into account values(12530288, "name30288", 480.01);
insert into account values(12530289, "name30289", 501.78);
insert into account values(12530290, "name30290", 408.21);
insert into account values(12530291, "name30291", 750.37);
insert into account values(12530292, "name30292", 985.47);
insert into account values(12530293, "name30293", 672.96);
insert into account values(12530294, "name30294", 246.14);
insert into account values(12530295, "name30295", 694.79);
insert into account values(12530296, "name30296", 822.80);
insert into account values(12530297, "name30297", 75.49);
insert into account values(12530298, "name30298", 233.90);
insert into account values(12530299, "name30299", 943.14);
insert into account values(12530300, "name30300", 335.85);
insert into account values(12530301, "name30301", 234.58);
insert into account values(12530302, "name30302", 458.55);
insert into account values(12530303, "name30303", 757.88);
insert into account values(12530304, "name30304", 867.29);
insert into account values(12530305, "name30305", 955.16);
insert into account values(12530306, "name30306", 548.71);
insert into account values(12530307, "name30307", 750.78);
insert into account values(12530308, "name30308", 807.34);
insert into account values(12530309, "name30309", 373.69);
insert into account values(12530310, "name30310", 465.02);
insert into account values(12530311, "name30311", 686.86);
insert into account values(12530312, "name30312", 64.78);
insert into account values(12530313, "name30313", 566.55);
insert into account values(12530314, "name30314", 32.04);
insert into account values(12530315, "name30315", 733.75);
insert into account values(12530316, "name30316", 399.48);
insert into account values(12530317, "name30317", 948.70);
insert into account values(12530318, "name30318", 862.52);
insert into account values(12530319, "name30319", 28.73);
insert into account values(12530320, "name30320", 821.77);
insert into account values(12530321, "name30321", 989.48);
insert into account values(12530322, "name30322", 941.52);
insert into account values(12530323, "name30323", 103.18);
insert into account values(12530324, "name30324", 817.86);
insert into account values(12530325, "name30325", 175.81);
insert into account values(12530326, "name30326", 109.67);
insert into account values(12530327, "name30327", 268.90);
insert into account values(12530328, "name30328", 978.88);
insert into account values(12530329, "name30329", 627.70);
insert into account values(12530330, "name30330", 806.92);
insert into account values(12530331, "name30331", 815.63);
insert into account values(12530332, "name30332", 326.74);
insert into account values(12530333, "name30333", 122.73);
insert into account values(12530334, "name30334", 572.30);
insert into account values(12530335, "name30335", 471.27);
insert into account values(12530336, "name30336", 629.74);
insert into account values(12530337, "name30337", 789.13);
insert into account values(12530338, "name30338", 327.15);
insert into account values(12530339, "name30339", 55.92);
insert into account values(12530340, "name30340", 747.83);
insert into account values(12530341, "name30341", 470.71);
insert into account values(12530342, "name30342", 725.13);
insert into account values(12530343, "name30343", 705.12);
insert into account values(12530344, "name30344", 603.73);
insert into account values(12530345, "name30345", 576.30);
insert into account values(12530346, "name30346", 894.85);
insert into account values(12530347, "name30347", 720.89);
insert into account values(12530348, "name30348", 924.93);
insert into account values(12530349, "name30349", 98.26);
insert into account values(12530350, "name30350", 684.02);
insert into account values(12530351, "name30351", 507.69);
insert into account values(12530352, "name30352", 564.83);
insert into account values(12530353, "name30353", 776.67);
insert into account values(12530354, "name30354", 41.91);
insert into account values(12530355, "name30355", 830.57);
insert into account values(12530356, "name30356", 568.68);
insert into account values(12530357, "name30357", 325.92);
insert into account values(12530358, "name30358", 541.45);
insert into account values(12530359, "name30359", 978.51);
insert into account values(12530360, "name30360", 479.84);
insert into account values(12530361, "name30361", 479.43);
insert into account values(12530362, "name30362", 654.77);
insert into account values(12530363, "name30363", 341.68);
insert into account values(12530364, "name30364", 77.59);
insert into account values(12530365, "name30365", 975.14);
insert into account values(12530366, "name30366", 643.69);
insert into account values(12530367, "name30367", 841.95);
insert into account values(12530368, "name30368", 589.07);
insert into account values(12530369, "name30369", 173.91);
insert into account values(12530370, "name30370", 214.56);
insert into account values(12530371, "name30371", 171.10);
insert into account values(12530372, "name30372", 75.47);
insert into account values(12530373, "name30373", 943.11);
insert into account values(12530374, "name30374", 959.49);
insert into account values(12530375, "name30375", 112.55);
insert into account values(12530376, "name30376", 972.78);
insert into account values(12530377, "name30377", 524.52);
insert into account values(12530378, "name30378", 230.31);
insert into account values(12530379, "name30379", 851.74);
insert into account values(12530380, "name30380", 890.15);
insert into account values(12530381, "name30381", 828.87);
insert into account values(12530382, "name30382", 342.11);
insert into account values(12530383, "name30383", 694.30);
insert into account values(12530384, "name30384", 846.61);
insert into account values(12530385, "name30385", 745.01);
insert into account values(12530386, "name30386", 406.72);
insert into account values(12530387, "name30387", 34.23);
insert into account values(12530388, "name30388", 806.05);
insert into account values(12530389, "name30389", 590.53);
insert into account values(12530390, "name30390", 463.73);
insert into account values(12530391, "name30391", 112.80);
insert into account values(12530392, "name30392", 756.19);
insert into account values(12530393, "name30393", 145.73);
insert into account values(12530394, "name30394", 589.73);
insert into account values(12530395, "name30395", 401.58);
insert into account values(12530396, "name30396", 780.07);
insert into account values(12530397, "name30397", 17.26);
insert into account values(12530398, "name30398", 656.24);
insert into account values(12530399, "name30399", 588.64);
insert into account values(12530400, "name30400", 152.43);
insert into account values(12530401, "name30401", 95.95);
insert into account values(12530402, "name30402", 930.77);
insert into account values(12530403, "name30403", 299.83);
insert into account values(12530404, "name30404", 179.51);
insert into account values(12530405, "name30405", 25.67);
insert into account values(12530406, "name30406", 506.02);
insert into account values(12530407, "name30407", 347.43);
insert into account values(12530408, "name30408", 131.11);
insert into account values(12530409, "name30409", 105.69);
insert into account values(12530410, "name30410", 853.23);
insert into account values(12530411, "name30411", 954.82);
insert into account values(12530412, "name30412", 218.47);
insert into account values(12530413, "name30413", 513.87);
insert into account values(12530414, "name30414", 382.92);
insert into account values(12530415, "name30415", 257.78);
insert into account values(12530416, "name30416", 65.06);
insert into account values(12530417, "name30417", 907.21);
insert into account values(12530418, "name30418", 960.39);
insert into account values(12530419, "name30419", 378.02);
insert into account values(12530420, "name30420", 87.28);
insert into account values(12530421, "name30421", 600.90);
insert into account values(12530422, "name30422", 886.26);
insert into account values(12530423, "name30423", 555.96);
insert into account values(12530424, "name30424", 947.19);
insert into account values(12530425, "name30425", 628.19);
insert into account values(12530426, "name30426", 899.38);
insert into account values(12530427, "name30427", 408.92);
insert into account values(12530428, "name30428", 334.69);
insert into account values(12530429, "name30429", 436.42);
insert into account values(12530430, "name30430", 595.48);
insert into account values(12530431, "name30431", 639.21);
insert into account values(12530432, "name30432", 457.82);
insert into account values(12530433, "name30433", 304.83);
insert into account values(12530434, "name30434", 988.12);
insert into account values(12530435, "name30435", 116.90);
insert into account values(12530436, "name30436", 917.59);
insert into account values(12530437, "name30437", 198.94);
insert into account values(12530438, "name30438", 786.88);
insert into account values(12530439, "name30439", 552.10);
insert into account values(12530440, "name30440", 366.06);
insert into account values(12530441, "name30441", 281.97);
insert into account values(12530442, "name30442", 166.35);
insert into account values(12530443, "name30443", 92.23);
insert into account values(12530444, "name30444", 361.59);
insert into account values(12530445, "name30445", 705.05);
insert into account values(12530446, "name30446", 141.16);
insert into account values(12530447, "name30447", 41.61);
insert into account values(12530448, "name30448", 813.26);
insert into account values(12530449, "name30449", 63.74);
insert into account values(12530450, "name30450", 570.92);
insert into account values(12530451, "name30451", 748.38);
insert into account values(12530452, "name30452", 360.18);
insert into account values(12530453, "name30453", 222.75);
insert into account values(12530454, "name30454", 891.87);
insert into account values(12530455, "name30455", 897.13);
insert into account values(12530456, "name30456", 727.13);
insert into account values(12530457, "name30457", 154.18);
insert into account values(12530458, "name30458", 556.68);
insert into account values(12530459, "name30459", 710.74);
insert into account values(12530460, "name30460", 770.85);
insert into account values(12530461, "name30461", 560.54);
insert into account values(12530462, "name30462", 22.79);
insert into account values(12530463, "name30463", 776.97);
insert into account values(12530464, "name30464", 852.98);
insert into account values(12530465, "name30465", 949.09);
insert into account values(12530466, "name30466", 526.57);
insert into account values(12530467, "name30467", 451.31);
insert into account values(12530468, "name30468", 147.13);
insert into account values(12530469, "name30469", 558.58);
insert into account values(12530470, "name30470", 997.21);
insert into account values(12530471, "name30471", 86.43);
insert into account values(12530472, "name30472", 547.52);
insert into account values(12530473, "name30473", 969.42);
insert into account values(12530474, "name30474", 472.97);
insert into account values(12530475, "name30475", 9.21);
insert into account values(12530476, "name30476", 987.31);
insert into account values(12530477, "name30477", 546.71);
insert into account values(12530478, "name30478", 578.28);
insert into account values(12530479, "name30479", 982.15);
insert into account values(12530480, "name30480", 294.64);
insert into account values(12530481, "name30481", 213.75);
insert into account values(12530482, "name30482", 369.50);
insert into account values(12530483, "name30483", 62.13);
insert into account values(12530484, "name30484", 2.68);
insert into account values(12530485, "name30485", 433.99);
insert into account values(12530486, "name30486", 512.00);
insert into account values(12530487, "name30487", 763.33);
insert into account values(12530488, "name30488", 76.63);
insert into account values(12530489, "name30489", 346.77);
insert into account values(12530490, "name30490", 688.48);
insert into account values(12530491, "name30491", 765.20);
insert into account values(12530492, "name30492", 431.46);
insert into account values(12530493, "name30493", 902.92);
insert into account values(12530494, "name30494", 314.05);
insert into account values(12530495, "name30495", 106.02);
insert into account values(12530496, "name30496", 883.67);
insert into account values(12530497, "name30497", 810.52);
insert into account values(12530498, "name30498", 623.03);
insert into account values(12530499, "name30499", 989.87);
insert into account values(12530500, "name30500", 986.23);
insert into account values(12530501, "name30501", 236.74);
insert into account values(12530502, "name30502", 770.20);
insert into account values(12530503, "name30503", 667.38);
insert into account values(12530504, "name30504", 766.80);
insert into account values(12530505, "name30505", 161.94);
insert into account values(12530506, "name30506", 588.92);
insert into account values(12530507, "name30507", 895.66);
insert into account values(12530508, "name30508", 472.34);
insert into account values(12530509, "name30509", 940.71);
insert into account values(12530510, "name30510", 310.29);
insert into account values(12530511, "name30511", 757.68);
insert into account values(12530512, "name30512", 561.59);
insert into account values(12530513, "name30513", 858.82);
insert into account values(12530514, "name30514", 623.33);
insert into account values(12530515, "name30515", 57.55);
insert into account values(12530516, "name30516", 230.11);
insert into account values(12530517, "name30517", 658.45);
insert into account values(12530518, "name30518", 343.54);
insert into account values(12530519, "name30519", 451.41);
insert into account values(12530520, "name30520", 782.78);
insert into account values(12530521, "name30521", 965.86);
insert into account values(12530522, "name30522", 419.18);
insert into account values(12530523, "name30523", 872.64);
insert into account values(12530524, "name30524", 229.08);
insert into account values(12530525, "name30525", 477.08);
insert into account values(12530526, "name30526", 470.69);
insert into account values(12530527, "name30527", 946.38);
insert into account values(12530528, "name30528", 732.07);
insert into account values(12530529, "name30529", 167.26);
insert into account values(12530530, "name30530", 181.31);
insert into account values(12530531, "name30531", 130.32);
insert into account values(12530532, "name30532", 590.60);
insert into account values(12530533, "name30533", 934.42);
insert into account values(12530534, "name30534", 574.09);
insert into account values(12530535, "name30535", 383.10);
insert into account values(12530536, "name30536", 71.00);
insert into account values(12530537, "name30537", 528.54);
insert into account values(12530538, "name30538", 571.57);
insert into account values(12530539, "name30539", 545.82);
insert into account values(12530540, "name30540", 592.11);
insert into account values(12530541, "name30541", 616.10);
insert into account values(12530542, "name30542", 268.38);
insert into account values(12530543, "name30543", 672.67);
insert into account values(12530544, "name30544", 679.61);
insert into account values(12530545, "name30545", 423.15);
insert into account values(12530546, "name30546", 279.89);
insert into account values(12530547, "name30547", 521.71);
insert into account values(12530548, "name30548", 691.02);
insert into account values(12530549, "name30549", 735.50);
insert into account values(12530550, "name30550", 155.69);
insert into account values(12530551, "name30551", 672.03);
insert into account values(12530552, "name30552", 279.61);
insert into account values(12530553, "name30553", 775.34);
insert into account values(12530554, "name30554", 563.44);
insert into account values(12530555, "name30555", 739.43);
insert into account values(12530556, "name30556", 696.97);
insert into account values(12530557, "name30557", 59.45);
insert into account values(12530558, "name30558", 535.48);
insert into account values(12530559, "name30559", 199.04);
insert into account values(12530560, "name30560", 334.97);
insert into account values(12530561, "name30561", 568.98);
insert into account values(12530562, "name30562", 206.91);
insert into account values(12530563, "name30563", 953.04);
insert into account values(12530564, "name30564", 339.13);
insert into account values(12530565, "name30565", 410.58);
insert into account values(12530566, "name30566", 639.12);
insert into account values(12530567, "name30567", 594.23);
insert into account values(12530568, "name30568", 600.34);
insert into account values(12530569, "name30569", 48.69);
insert into account values(12530570, "name30570", 22.35);
insert into account values(12530571, "name30571", 117.95);
insert into account values(12530572, "name30572", 842.67);
insert into account values(12530573, "name30573", 869.28);
insert into account values(12530574, "name30574", 598.80);
insert into account values(12530575, "name30575", 447.78);
insert into account values(12530576, "name30576", 253.90);
insert into account values(12530577, "name30577", 472.74);
insert into account values(12530578, "name30578", 409.88);
insert into account values(12530579, "name30579", 37.40);
insert into account values(12530580, "name30580", 118.81);
insert into account values(12530581, "name30581", 882.26);
insert into account values(12530582, "name30582", 759.22);
insert into account values(12530583, "name30583", 774.88);
insert into account values(12530584, "name30584", 199.98);
insert into account values(12530585, "name30585", 725.72);
insert into account values(12530586, "name30586", 226.16);
insert into account values(12530587, "name30587", 151.18);
insert into account values(12530588, "name30588", 856.51);
insert into account values(12530589, "name30589", 312.27);
insert into account values(12530590, "name30590", 965.37);
insert into account values(12530591, "name30591", 868.41);
insert into account values(12530592, "name30592", 5.16);
insert into account values(12530593, "name30593", 467.32);
insert into account values(12530594, "name30594", 618.82);
insert into account values(12530595, "name30595", 782.44);
insert into account values(12530596, "name30596", 686.72);
insert into account values(12530597, "name30597", 319.76);
insert into account values(12530598, "name30598", 798.67);
insert into account values(12530599, "name30599", 688.50);
insert into account values(12530600, "name30600", 836.84);
insert into account values(12530601, "name30601", 400.78);
insert into account values(12530602, "name30602", 617.77);
insert into account values(12530603, "name30603", 337.81);
insert into account values(12530604, "name30604", 66.09);
insert into account values(12530605, "name30605", 927.54);
insert into account values(12530606, "name30606", 734.60);
insert into account values(12530607, "name30607", 198.19);
insert into account values(12530608, "name30608", 615.09);
insert into account values(12530609, "name30609", 773.39);
insert into account values(12530610, "name30610", 64.74);
insert into account values(12530611, "name30611", 868.48);
insert into account values(12530612, "name30612", 495.50);
insert into account values(12530613, "name30613", 804.93);
insert into account values(12530614, "name30614", 698.83);
insert into account values(12530615, "name30615", 706.12);
insert into account values(12530616, "name30616", 460.56);
insert into account values(12530617, "name30617", 854.74);
insert into account values(12530618, "name30618", 239.31);
insert into account values(12530619, "name30619", 26.37);
insert into account values(12530620, "name30620", 953.72);
insert into account values(12530621, "name30621", 101.85);
insert into account values(12530622, "name30622", 988.71);
insert into account values(12530623, "name30623", 439.11);
insert into account values(12530624, "name30624", 495.01);
insert into account values(12530625, "name30625", 626.34);
insert into account values(12530626, "name30626", 316.22);
insert into account values(12530627, "name30627", 926.31);
insert into account values(12530628, "name30628", 495.50);
insert into account values(12530629, "name30629", 431.23);
insert into account values(12530630, "name30630", 178.73);
insert into account values(12530631, "name30631", 54.59);
insert into account values(12530632, "name30632", 466.03);
insert into account values(12530633, "name30633", 115.76);
insert into account values(12530634, "name30634", 993.87);
insert into account values(12530635, "name30635", 949.39);
insert into account values(12530636, "name30636", 10.51);
insert into account values(12530637, "name30637", 465.62);
insert into account values(12530638, "name30638", 832.48);
insert into account values(12530639, "name30639", 355.64);
insert into account values(12530640, "name30640", 996.80);
insert into account values(12530641, "name30641", 463.84);
insert into account values(12530642, "name30642", 628.11);
insert into account values(12530643, "name30643", 796.94);
insert into account values(12530644, "name30644", 570.23);
insert into account values(12530645, "name30645", 256.79);
insert into account values(12530646, "name30646", 863.79);
insert into account values(12530647, "name30647", 336.22);
insert into account values(12530648, "name30648", 339.37);
insert into account values(12530649, "name30649", 754.30);
insert into account values(12530650, "name30650", 779.57);
insert into account values(12530651, "name30651", 950.10);
insert into account values(12530652, "name30652", 633.66);
insert into account values(12530653, "name30653", 922.46);
insert into account values(12530654, "name30654", 93.96);
insert into account values(12530655, "name30655", 60.04);
insert into account values(12530656, "name30656", 54.39);
insert into account values(12530657, "name30657", 756.97);
insert into account values(12530658, "name30658", 874.84);
insert into account values(12530659, "name30659", 328.83);
insert into account values(12530660, "name30660", 871.58);
insert into account values(12530661, "name30661", 72.79);
insert into account values(12530662, "name30662", 28.67);
insert into account values(12530663, "name30663", 282.39);
insert into account values(12530664, "name30664", 413.18);
