insert into account values(12570000, "name70000", 840.03);
insert into account values(12570277, "name70277", 532.48);
insert into account values(12570278, "name70278", 962.18);
insert into account values(12570279, "name70279", 357.32);
insert into account values(12570280, "name70280", 714.25);
insert into account values(12570281, "name70281", 486.61);
insert into account values(12570282, "name70282", 514.30);
insert into account values(12570283, "name70283", 148.54);
insert into account values(12570284, "name70284", 336.00);
insert into account values(12570285, "name70285", 927.84);
insert into account values(12570286, "name70286", 403.70);
insert into account values(12570287, "name70287", 575.44);
insert into account values(12570288, "name70288", 215.77);
insert into account values(12570289, "name70289", 400.05);
insert into account values(12570290, "name70290", 135.39);
insert into account values(12570291, "name70291", 347.53);
insert into account values(12570292, "name70292", 124.11);
insert into account values(12570293, "name70293", 767.30);
insert into account values(12570294, "name70294", 664.95);
insert into account values(12570295, "name70295", 107.63);
insert into account values(12570296, "name70296", 170.64);
insert into account values(12570297, "name70297", 494.70);
insert into account values(12570298, "name70298", 75.14);
insert into account values(12570299, "name70299", 54.20);
insert into account values(12570300, "name70300", 522.01);
insert into account values(12570301, "name70301", 551.33);
insert into account values(12570302, "name70302", 890.17);
insert into account values(12570303, "name70303", 291.71);
insert into account values(12570304, "name70304", 710.86);
insert into account values(12570305, "name70305", 224.64);
insert into account values(12570306, "name70306", 754.26);
insert into account values(12570307, "name70307", 778.29);
insert into account values(12570308, "name70308", 386.78);
insert into account values(12570309, "name70309", 270.02);
insert into account values(12570310, "name70310", 224.65);
insert into account values(12570311, "name70311", 629.73);
insert into account values(12570312, "name70312", 474.06);
insert into account values(12570313, "name70313", 715.80);
insert into account values(12570314, "name70314", 909.71);
insert into account values(12570315, "name70315", 156.12);
insert into account values(12570316, "name70316", 664.75);
insert into account values(12570317, "name70317", 427.49);
insert into account values(12570318, "name70318", 722.03);
insert into account values(12570319, "name70319", 262.06);
insert into account values(12570320, "name70320", 706.97);
insert into account values(12570321, "name70321", 250.66);
insert into account values(12570322, "name70322", 536.87);
insert into account values(12570323, "name70323", 428.25);
insert into account values(12570324, "name70324", 14.27);
insert into account values(12570325, "name70325", 432.40);
insert into account values(12570326, "name70326", 958.71);
insert into account values(12570327, "name70327", 52.30);
insert into account values(12570328, "name70328", 261.30);
insert into account values(12570329, "name70329", 71.22);
insert into account values(12570330, "name70330", 362.89);
insert into account values(12570331, "name70331", 72.20);
insert into account values(12570332, "name70332", 856.00);
insert into account values(12570333, "name70333", 412.58);
insert into account values(12570334, "name70334", 882.50);
insert into account values(12570335, "name70335", 1.49);
insert into account values(12570336, "name70336", 479.68);
insert into account values(12570337, "name70337", 107.54);
insert into account values(12570338, "name70338", 419.83);
insert into account values(12570339, "name70339", 114.42);
insert into account values(12570340, "name70340", 543.74);
insert into account values(12570341, "name70341", 416.30);
insert into account values(12570342, "name70342", 504.70);
insert into account values(12570343, "name70343", 867.36);
insert into account values(12570344, "name70344", 654.92);
insert into account values(12570345, "name70345", 343.64);
insert into account values(12570346, "name70346", 820.09);
insert into account values(12570347, "name70347", 167.83);
insert into account values(12570348, "name70348", 311.31);
insert into account values(12570349, "name70349", 942.22);
insert into account values(12570350, "name70350", 86.89);
insert into account values(12570351, "name70351", 846.07);
insert into account values(12570352, "name70352", 287.69);
insert into account values(12570353, "name70353", 587.85);
insert into account values(12570354, "name70354", 134.14);
insert into account values(12570355, "name70355", 932.71);
insert into account values(12570356, "name70356", 36.29);
insert into account values(12570357, "name70357", 668.73);
insert into account values(12570358, "name70358", 515.00);
insert into account values(12570359, "name70359", 218.50);
insert into account values(12570360, "name70360", 730.96);
insert into account values(12570361, "name70361", 859.08);
insert into account values(12570362, "name70362", 939.86);
insert into account values(12570363, "name70363", 287.79);
insert into account values(12570364, "name70364", 294.41);
insert into account values(12570365, "name70365", 31.20);
insert into account values(12570366, "name70366", 729.64);
insert into account values(12570367, "name70367", 476.26);
insert into account values(12570368, "name70368", 701.19);
insert into account values(12570369, "name70369", 250.21);
insert into account values(12570370, "name70370", 854.78);
insert into account values(12570371, "name70371", 942.41);
insert into account values(12570372, "name70372", 579.23);
insert into account values(12570373, "name70373", 422.11);
insert into account values(12570374, "name70374", 937.79);
insert into account values(12570375, "name70375", 598.84);
insert into account values(12570376, "name70376", 577.12);
insert into account values(12570377, "name70377", 700.20);
insert into account values(12570378, "name70378", 820.82);
insert into account values(12570379, "name70379", 731.04);
insert into account values(12570380, "name70380", 991.00);
insert into account values(12570381, "name70381", 243.23);
insert into account values(12570382, "name70382", 819.46);
insert into account values(12570383, "name70383", 228.12);
insert into account values(12570384, "name70384", 94.05);
insert into account values(12570385, "name70385", 534.87);
insert into account values(12570386, "name70386", 112.92);
insert into account values(12570387, "name70387", 846.87);
insert into account values(12570388, "name70388", 982.48);
insert into account values(12570389, "name70389", 761.49);
insert into account values(12570390, "name70390", 74.69);
insert into account values(12570391, "name70391", 632.52);
insert into account values(12570392, "name70392", 451.53);
insert into account values(12570393, "name70393", 176.84);
insert into account values(12570394, "name70394", 201.33);
insert into account values(12570395, "name70395", 367.77);
insert into account values(12570396, "name70396", 833.09);
insert into account values(12570397, "name70397", 185.20);
insert into account values(12570398, "name70398", 705.93);
insert into account values(12570399, "name70399", 681.16);
insert into account values(12570400, "name70400", 323.32);
insert into account values(12570401, "name70401", 917.92);
insert into account values(12570402, "name70402", 218.06);
insert into account values(12570403, "name70403", 227.63);
insert into account values(12570404, "name70404", 300.63);
insert into account values(12570405, "name70405", 554.34);
insert into account values(12570406, "name70406", 322.63);
insert into account values(12570407, "name70407", 509.48);
insert into account values(12570408, "name70408", 772.42);
insert into account values(12570409, "name70409", 917.49);
insert into account values(12570410, "name70410", 513.63);
insert into account values(12570411, "name70411", 969.15);
insert into account values(12570412, "name70412", 816.64);
insert into account values(12570413, "name70413", 307.41);
insert into account values(12570414, "name70414", 728.82);
insert into account values(12570415, "name70415", 927.90);
insert into account values(12570416, "name70416", 253.85);
insert into account values(12570417, "name70417", 748.15);
insert into account values(12570418, "name70418", 498.07);
insert into account values(12570419, "name70419", 665.48);
insert into account values(12570420, "name70420", 798.56);
insert into account values(12570421, "name70421", 92.22);
insert into account values(12570422, "name70422", 379.56);
insert into account values(12570423, "name70423", 568.68);
insert into account values(12570424, "name70424", 529.95);
insert into account values(12570425, "name70425", 598.27);
insert into account values(12570426, "name70426", 678.25);
insert into account values(12570427, "name70427", 913.38);
insert into account values(12570428, "name70428", 656.18);
insert into account values(12570429, "name70429", 502.49);
insert into account values(12570430, "name70430", 341.11);
insert into account values(12570431, "name70431", 151.93);
insert into account values(12570432, "name70432", 200.25);
insert into account values(12570433, "name70433", 528.79);
insert into account values(12570434, "name70434", 633.78);
insert into account values(12570435, "name70435", 30.45);
insert into account values(12570436, "name70436", 394.08);
insert into account values(12570437, "name70437", 536.65);
insert into account values(12570438, "name70438", 554.44);
insert into account values(12570439, "name70439", 775.01);
insert into account values(12570440, "name70440", 940.09);
insert into account values(12570441, "name70441", 699.19);
insert into account values(12570442, "name70442", 75.55);
insert into account values(12570443, "name70443", 169.57);
insert into account values(12570444, "name70444", 82.62);
insert into account values(12570445, "name70445", 465.03);
insert into account values(12570446, "name70446", 149.91);
insert into account values(12570447, "name70447", 263.37);
insert into account values(12570448, "name70448", 688.74);
insert into account values(12570449, "name70449", 836.64);
insert into account values(12570450, "name70450", 100.48);
insert into account values(12570451, "name70451", 847.85);
insert into account values(12570452, "name70452", 901.79);
insert into account values(12570453, "name70453", 909.62);
insert into account values(12570454, "name70454", 373.69);
insert into account values(12570455, "name70455", 241.86);
insert into account values(12570456, "name70456", 117.02);
insert into account values(12570457, "name70457", 273.36);
insert into account values(12570458, "name70458", 405.91);
insert into account values(12570459, "name70459", 773.32);
insert into account values(12570460, "name70460", 838.33);
insert into account values(12570461, "name70461", 56.24);
insert into account values(12570462, "name70462", 496.23);
insert into account values(12570463, "name70463", 801.54);
insert into account values(12570464, "name70464", 785.25);
insert into account values(12570465, "name70465", 356.45);
insert into account values(12570466, "name70466", 159.41);
insert into account values(12570467, "name70467", 975.67);
insert into account values(12570468, "name70468", 755.40);
insert into account values(12570469, "name70469", 152.87);
insert into account values(12570470, "name70470", 594.15);
insert into account values(12570471, "name70471", 16.71);
insert into account values(12570472, "name70472", 728.29);
insert into account values(12570473, "name70473", 707.30);
insert into account values(12570474, "name70474", 987.81);
insert into account values(12570475, "name70475", 969.17);
insert into account values(12570476, "name70476", 459.01);
insert into account values(12570477, "name70477", 191.40);
insert into account values(12570478, "name70478", 135.78);
insert into account values(12570479, "name70479", 978.74);
insert into account values(12570480, "name70480", 563.78);
insert into account values(12570481, "name70481", 883.23);
insert into account values(12570482, "name70482", 392.90);
insert into account values(12570483, "name70483", 968.93);
insert into account values(12570484, "name70484", 697.16);
insert into account values(12570485, "name70485", 848.22);
insert into account values(12570486, "name70486", 221.24);
insert into account values(12570487, "name70487", 213.49);
insert into account values(12570488, "name70488", 395.13);
insert into account values(12570489, "name70489", 872.26);
insert into account values(12570490, "name70490", 753.56);
insert into account values(12570491, "name70491", 221.71);
insert into account values(12570492, "name70492", 852.27);
insert into account values(12570493, "name70493", 620.10);
insert into account values(12570494, "name70494", 894.60);
insert into account values(12570495, "name70495", 424.32);
insert into account values(12570496, "name70496", 504.37);
insert into account values(12570497, "name70497", 432.93);
insert into account values(12570498, "name70498", 92.60);
insert into account values(12570499, "name70499", 746.56);
insert into account values(12570500, "name70500", 654.53);
insert into account values(12570501, "name70501", 474.63);
insert into account values(12570502, "name70502", 664.52);
insert into account values(12570503, "name70503", 478.64);
insert into account values(12570504, "name70504", 273.80);
insert into account values(12570505, "name70505", 891.64);
insert into account values(12570506, "name70506", 740.07);
insert into account values(12570507, "name70507", 837.60);
insert into account values(12570508, "name70508", 419.28);
insert into account values(12570509, "name70509", 861.51);
insert into account values(12570510, "name70510", 546.18);
insert into account values(12570511, "name70511", 758.68);
insert into account values(12570512, "name70512", 816.22);
insert into account values(12570513, "name70513", 562.66);
insert into account values(12570514, "name70514", 639.49);
insert into account values(12570515, "name70515", 757.90);
insert into account values(12570516, "name70516", 187.15);
insert into account values(12570517, "name70517", 567.18);
insert into account values(12570518, "name70518", 102.44);
insert into account values(12570519, "name70519", 500.75);
insert into account values(12570520, "name70520", 882.83);
insert into account values(12570521, "name70521", 245.82);
insert into account values(12570522, "name70522", 269.25);
insert into account values(12570523, "name70523", 364.91);
insert into account values(12570524, "name70524", 686.06);
insert into account values(12570525, "name70525", 137.82);
insert into account values(12570526, "name70526", 891.95);
insert into account values(12570527, "name70527", 492.99);
insert into account values(12570528, "name70528", 790.08);
insert into account values(12570529, "name70529", 618.79);
insert into account values(12570530, "name70530", 79.61);
insert into account values(12570531, "name70531", 490.77);
insert into account values(12570532, "name70532", 479.15);
insert into account values(12570533, "name70533", 275.28);
insert into account values(12570534, "name70534", 56.14);
insert into account values(12570535, "name70535", 81.57);
insert into account values(12570536, "name70536", 690.17);
insert into account values(12570537, "name70537", 216.92);
insert into account values(12570538, "name70538", 81.89);
insert into account values(12570539, "name70539", 775.27);
insert into account values(12570540, "name70540", 673.79);
insert into account values(12570541, "name70541", 357.51);
insert into account values(12570542, "name70542", 398.23);
insert into account values(12570543, "name70543", 360.39);
insert into account values(12570544, "name70544", 328.14);
insert into account values(12570545, "name70545", 451.12);
insert into account values(12570546, "name70546", 901.85);
insert into account values(12570547, "name70547", 125.88);
insert into account values(12570548, "name70548", 22.37);
insert into account values(12570549, "name70549", 744.44);
insert into account values(12570550, "name70550", 207.72);
insert into account values(12570551, "name70551", 757.12);
insert into account values(12570552, "name70552", 894.88);
insert into account values(12570553, "name70553", 407.89);
insert into account values(12570554, "name70554", 575.61);
insert into account values(12570555, "name70555", 758.89);
insert into account values(12570556, "name70556", 457.53);
insert into account values(12570557, "name70557", 420.24);
insert into account values(12570558, "name70558", 100.15);
insert into account values(12570559, "name70559", 662.27);
insert into account values(12570560, "name70560", 670.78);
insert into account values(12570561, "name70561", 90.65);
insert into account values(12570562, "name70562", 319.29);
insert into account values(12570563, "name70563", 268.38);
insert into account values(12570564, "name70564", 164.50);
insert into account values(12570565, "name70565", 501.15);
insert into account values(12570566, "name70566", 1.31);
insert into account values(12570567, "name70567", 147.82);
insert into account values(12570568, "name70568", 458.59);
insert into account values(12570569, "name70569", 756.24);
insert into account values(12570570, "name70570", 822.20);
insert into account values(12570571, "name70571", 479.93);
insert into account values(12570572, "name70572", 351.35);
insert into account values(12570573, "name70573", 109.96);
insert into account values(12570574, "name70574", 88.01);
insert into account values(12570575, "name70575", 182.62);
insert into account values(12570576, "name70576", 424.50);
insert into account values(12570577, "name70577", 501.09);
insert into account values(12570578, "name70578", 278.86);
insert into account values(12570579, "name70579", 737.57);
insert into account values(12570580, "name70580", 134.97);
insert into account values(12570581, "name70581", 737.26);
insert into account values(12570582, "name70582", 100.97);
insert into account values(12570583, "name70583", 587.84);
insert into account values(12570584, "name70584", 638.89);
insert into account values(12570585, "name70585", 446.10);
insert into account values(12570586, "name70586", 584.85);
insert into account values(12570587, "name70587", 409.99);
insert into account values(12570588, "name70588", 914.63);
insert into account values(12570589, "name70589", 857.20);
insert into account values(12570590, "name70590", 815.73);
insert into account values(12570591, "name70591", 112.96);
insert into account values(12570592, "name70592", 357.53);
insert into account values(12570593, "name70593", 885.44);
insert into account values(12570594, "name70594", 91.37);
insert into account values(12570595, "name70595", 640.13);
insert into account values(12570596, "name70596", 386.05);
insert into account values(12570597, "name70597", 828.87);
insert into account values(12570598, "name70598", 354.84);
insert into account values(12570599, "name70599", 274.43);
insert into account values(12570600, "name70600", 172.95);
insert into account values(12570601, "name70601", 521.62);
insert into account values(12570602, "name70602", 965.98);
insert into account values(12570603, "name70603", 923.13);
insert into account values(12570604, "name70604", 853.50);
insert into account values(12570605, "name70605", 1.79);
insert into account values(12570606, "name70606", 259.61);
insert into account values(12570607, "name70607", 964.04);
insert into account values(12570608, "name70608", 828.76);
insert into account values(12570609, "name70609", 422.24);
insert into account values(12570610, "name70610", 16.49);
insert into account values(12570611, "name70611", 141.19);
insert into account values(12570612, "name70612", 256.32);
insert into account values(12570613, "name70613", 999.79);
insert into account values(12570614, "name70614", 112.80);
insert into account values(12570615, "name70615", 832.82);
insert into account values(12570616, "name70616", 981.51);
insert into account values(12570617, "name70617", 753.06);
insert into account values(12570618, "name70618", 888.46);
insert into account values(12570619, "name70619", 212.73);
insert into account values(12570620, "name70620", 54.33);
insert into account values(12570621, "name70621", 693.10);
insert into account values(12570622, "name70622", 594.17);
insert into account values(12570623, "name70623", 924.94);
insert into account values(12570624, "name70624", 158.16);
insert into account values(12570625, "name70625", 944.15);
insert into account values(12570626, "name70626", 494.06);
insert into account values(12570627, "name70627", 613.17);
insert into account values(12570628, "name70628", 729.05);
insert into account values(12570629, "name70629", 663.72);
insert into account values(12570630, "name70630", 804.95);
insert into account values(12570631, "name70631", 854.61);
insert into account values(12570632, "name70632", 369.58);
insert into account values(12570633, "name70633", 347.14);
insert into account values(12570634, "name70634", 224.15);
insert into account values(12570635, "name70635", 332.83);
insert into account values(12570636, "name70636", 877.29);
insert into account values(12570637, "name70637", 322.51);
insert into account values(12570638, "name70638", 843.46);
insert into account values(12570639, "name70639", 6.04);
insert into account values(12570640, "name70640", 883.39);
insert into account values(12570641, "name70641", 798.53);
insert into account values(12570642, "name70642", 583.29);
insert into account values(12570643, "name70643", 353.73);
insert into account values(12570644, "name70644", 230.53);
insert into account values(12570645, "name70645", 578.20);
insert into account values(12570646, "name70646", 281.87);
insert into account values(12570647, "name70647", 686.24);
insert into account values(12570648, "name70648", 190.62);
insert into account values(12570649, "name70649", 763.06);
insert into account values(12570650, "name70650", 171.22);
insert into account values(12570651, "name70651", 952.48);
insert into account values(12570652, "name70652", 515.27);
insert into account values(12570653, "name70653", 822.18);
insert into account values(12570654, "name70654", 929.11);
insert into account values(12570655, "name70655", 264.58);
insert into account values(12570656, "name70656", 48.68);
insert into account values(12570657, "name70657", 166.18);
insert into account values(12570658, "name70658", 7.14);
insert into account values(12570659, "name70659", 896.98);
insert into account values(12570660, "name70660", 580.94);
insert into account values(12570661, "name70661", 105.75);
insert into account values(12570662, "name70662", 685.38);
insert into account values(12570663, "name70663", 331.13);
insert into account values(12570664, "name70664", 949.17);
